Brand,Model,CC,Type,Province,Distance,Condition,Price,Age
Suzuki,Raider 150,160,Sport,Nong Khai,29390,Bad,20600.0,1
Yamaha,YZF-R15,155,Sport,Mahasarakham,48508,Good,34600.0,15
Yamaha,XSR155,300,Sport,Ranong,33121,Broken,30000.0,14
Yamaha,Spark 110i,155,Underbone,Sakon Nakhon,35783,Fair,34600.0,4
Honda,Dream 110,155,Underbone,Satun,5336,Excellent,34600.0,12
Yamaha,Fin 115i,110,Underbone,Nonthaburi,23951,Good,36100.0,8
Lambretta,Lambretta X,150,Scooter,Satun,47526,Good,61500.0,13
Yamaha,MT-15,155,Sport,Sukhothai,40401,Excellent,37600.0,15
Suzuki,GSX R150,155,Sport,Bangkok,1636,Excellent,27600.0,7
Honda,Click 160,150,Scooter,Nong Bua Lamphu,39516,Excellent,39500.0,3
Yamaha,XSR155,125,Sport,Prachinburi,28839,Bad,30200.0,14
Yamaha,NMax 155,160,Scooter,Ratchaburi,905,Excellent,44600.0,5
Lambretta,Lambretta X,125,Scooter,Phang Nga,30432,Bad,57200.0,10
Yamaha,NMax 155,160,Scooter,Prachinburi,15886,Broken,35600.0,11
,Raider 150,150,Sport,Suphan Buri,22551,,,1
Yamaha,NMax 155,150,Scooter,Saraburi,38098,Broken,35500.0,7
Honda,Wave 125,160,Underbone,Phetchaburi,36723,Broken,25600.0,2
Suzuki,GSX R150,300,Sport,Pattaya,19112,Excellent,29000.0,4
Yamaha,MT-15,155,Sport,Ang Thong,36902,Broken,28600.0,2
Suzuki,GSX R150,110,Sport,Ranong,46181,Fair,22100.0,4
Lambretta,Lambretta V,110,Scooter,Chachoengsao,17735,Good,61100.0,12
Suzuki,J Crossover,150,Underbone,Nong Khai,7255,Excellent,29500.0,3
Yamaha,YZF-R15,110,Sport,Lamphun,42281,Excellent,37100.0,8
Honda,Click 125,150,Scooter,Amnat Charoen,44619,Broken,30500.0,8
Honda,PCX 160,150,Scooter,Trang,37937,Broken,30500.0,3
Suzuki,Smash,110,Underbone,Bangkok,30616,Bad,22100.0,15
Vespa,Primavera,125,Scooter,Nan,3376,Bad,62200.0,10
Suzuki,J Crossover,125,Underbone,Satun,28595,Fair,24200.0,3
Yamaha,XSR155,300,Sport,Udon Thani,13259,Excellent,39000.0,7
Honda,Wave 110i,150,Underbone,Songkhla,26112,Good,31500.0,4
Lambretta,Lambretta V,160,Scooter,Samut Prakan,27782,Good,61600.0,1
Yamaha,YZF-R15,125,Sport,Khon Kaen,27921,Excellent,37200.0,2
Yamaha,Spark 110i,300,Underbone,Phuket,19550,Fair,36000.0,5
Yamaha,Spark 110i,125,Underbone,Nakhon Pathom,39521,Broken,30200.0,3
Yamaha,NMax 155,155,Scooter,Chai Nat,17684,Broken,35600.0,15
Honda,Dream 110,300,Underbone,Prachinburi,33161,Good,33000.0,3
Yamaha,Spark 110i,150,Underbone,Samut Prakan,31578,Good,36500.0,4
Honda,Wave 125,110,Underbone,Nong Bua Lamphu,14991,Good,31100.0,6
Honda,Click 125,160,Scooter,Mae Hong Son,21587,Excellent,39600.0,1
Yamaha,YZF-R15,125,Sport,Trat,7153,Fair,32200.0,12
Yamaha,YZF-R15,300,Sport,Yala,45571,Bad,32000.0,10
Yamaha,Spark 110i,160,Underbone,Sukhothai,5951,Broken,30600.0,11
Suzuki,J Crossover,160,Underbone,Trat,44530,Bad,22600.0,12
Yamaha,MT-15,160,Sport,Lampang,34556,Good,34600.0,0
Yamaha,GT 125,110,Scooter,Chai Nat,2492,Excellent,44100.0,13
Yamaha,Fin 115i,155,Underbone,Ang Thong,12459,Good,36600.0,4
Suzuki,GSX R150,155,Sport,Lampang,45235,Excellent,27600.0,5
Yamaha,YZF-R15,155,Sport,Mahasarakham,18859,Broken,28600.0,9
Yamaha,Fin 115i,110,Underbone,Phayao,3231,Excellent,39100.0,13
Honda,Sonic 125,155,Underbone,Chai Nat,31026,Fair,29600.0,13
Honda,Click 125,160,Scooter,Lopburi,30651,Fair,34600.0,5
Honda,PCX 160,150,Scooter,Kanchanaburi,30259,Good,36500.0,5
Honda,PCX 160,160,Scooter,Lopburi,31274,Bad,32600.0,0
Vespa,GTS,155,Scooter,Phuket,18664,Good,66600.0,10
Honda,CBR 150R,300,Sport,Lopburi,3714,Fair,29000.0,14
Honda,Wave 125,300,Underbone,Singburi,45358,Excellent,36000.0,11
Yamaha,Spark 110i,125,Underbone,Buri Ram,3543,Excellent,39200.0,13
Honda,Click 125,300,Scooter,Phayao,26400,Bad,34000.0,9
Honda,Click 160,160,Scooter,Phang Nga,2825,Good,36600.0,13
,Click 160,150,Scooter,Roi Et,34766,,,3
Suzuki,Raider 150,125,Sport,Chai Nat,49861,Fair,22200.0,10
Honda,Click 160,160,Scooter,Chachoengsao,10633,Fair,34600.0,13
Vespa,Sprints,125,Scooter,Phayao,12073,Bad,62200.0,3
Yamaha,XSR155,155,Sport,Trat,3775,Bad,30600.0,9
Suzuki,J Crossover,300,Underbone,Chonburi,14546,Excellent,31000.0,1
Yamaha,XSR155,155,Sport,Prachuap Khiri Khan,9162,Bad,30600.0,13
Yamaha,NMax 155,155,Scooter,Sukhothai,30840,Fair,39600.0,10
Yamaha,GT 125,160,Scooter,Singburi,7528,Fair,39600.0,4
Lambretta,Lambretta X,150,Scooter,Nong Khai,40638,Excellent,64500.0,4
Yamaha,YZF-R15,300,Sport,Lopburi,3378,Fair,34000.0,4
Honda,Wave 110i,160,Underbone,Prachuap Khiri Khan,9680,Broken,25600.0,15
Yamaha,Spark 110i,125,Underbone,Sisaket,11721,Bad,32200.0,15
Yamaha,XSR155,300,Sport,Lamphun,12647,Good,36000.0,3
Honda,PCX 160,125,Scooter,Phuket,20168,Excellent,39200.0,14
Suzuki,Smash,300,Underbone,Phayao,216,Good,28000.0,8
Yamaha,Fin 115i,125,Underbone,Sakon Nakhon,43461,Bad,32200.0,9
Honda,Dream 110,155,Underbone,Ayutthaya,2214,Bad,27600.0,3
Honda,PCX 160,160,Scooter,Phichit,1885,Excellent,39600.0,4
Vespa,Sprints,125,Scooter,Nan,36220,Bad,62200.0,5
Suzuki,GSX R150,155,Sport,Samut Prakan,21339,Fair,22600.0,13
Suzuki,J Crossover,110,Underbone,Trang,33449,Good,26100.0,4
Vespa,Primavera,300,Scooter,Prachuap Khiri Khan,21734,Broken,62000.0,7
Yamaha,MT-15,155,Sport,Ang Thong,33468,Bad,30600.0,5
Yamaha,GT 125,300,Scooter,Uthai Thani,7221,Excellent,46000.0,15
Honda,Sonic 125,300,Underbone,Phang Nga,34749,Fair,31000.0,9
Yamaha,MT-15,300,Sport,Phuket,46965,Bad,32000.0,7
Yamaha,Spark 110i,125,Underbone,Uthai Thani,20560,Fair,34200.0,7
Honda,Click 160,155,Scooter,Narathiwat,6876,Broken,30600.0,10
Vespa,Primavera,160,Scooter,Samut Sakhon,20613,Broken,60600.0,10
Yamaha,NMax 155,160,Scooter,Loei,1447,Fair,39600.0,12
Honda,Click 125,110,Scooter,Phrae,5825,Good,36100.0,3
Yamaha,NMax 155,300,Scooter,Pattaya,22510,Excellent,46000.0,15
Yamaha,GT 125,125,Scooter,Trang,49878,Broken,35200.0,4
Honda,Dream 110,110,Underbone,Kamphaeng Phet,6953,Bad,27100.0,7
Lambretta,Lambretta V,160,Scooter,Mahasarakham,25076,Bad,57600.0,14
Honda,Wave 110i,125,Underbone,Lopburi,45721,Bad,27200.0,0
Honda,CBR 300R,125,Sport,Prachinburi,17188,Excellent,32200.0,0
Yamaha,Fin 115i,300,Underbone,Pathum Thani,10551,Broken,32000.0,8
Yamaha,NMax 155,125,Scooter,Satun,25851,Excellent,44200.0,12
Honda,Wave 110i,125,Underbone,Mae Hong Son,31986,Excellent,34200.0,10
Yamaha,NMax 155,160,Scooter,Nakhon Ratchasima,17072,Excellent,44600.0,14
Honda,Sonic 125,160,Underbone,Samut Prakan,37659,Fair,29600.0,12
Yamaha,Fin 115i,300,Underbone,Phetchaburi,45658,Good,38000.0,8
Honda,Click 160,125,Scooter,Kamphaeng Phet,45448,Broken,30200.0,13
Suzuki,GSX R150,150,Sport,Chanthaburi,35181,Bad,20500.0,2
Honda,CBR 300R,150,Sport,Nakhon Ratchasima,34767,Fair,27500.0,0
Vespa,Sprints,155,Scooter,Nakhon Sawan,16178,Good,66600.0,2
Honda,PCX 160,160,Scooter,Ubon Ratchathani,27799,Excellent,39600.0,4
Suzuki,J Crossover,150,Underbone,Yasothon,49170,Bad,22500.0,9
Honda,Dream 110,300,Underbone,Nakhon Sawan,5378,Broken,27000.0,10
,Wave 110i,155,Underbone,Chonburi,16034,,,6
Yamaha,MT-15,150,Sport,Mukdahan,44862,Bad,30500.0,12
Honda,Dream 110,300,Underbone,Chaiyaphum,33786,Broken,27000.0,0
Honda,Wave 125,160,Underbone,Kamphaeng Phet,20093,Bad,27600.0,8
Yamaha,NMax 155,160,Scooter,Nakhon Pathom,37505,Fair,39600.0,9
Suzuki,GSX R150,300,Sport,Nakhon Pathom,19265,Broken,20000.0,10
Honda,CBR 300R,155,Sport,Rayong,37330,Excellent,32600.0,3
Honda,Wave 125,300,Underbone,Yala,10186,Good,33000.0,15
Lambretta,Lambretta X,150,Scooter,Pattaya,35392,Bad,57500.0,12
Suzuki,GSX R150,155,Sport,Rayong,48832,Fair,22600.0,11
Yamaha,Fin 115i,150,Underbone,Tak,11532,Good,36500.0,2
Honda,Click 160,300,Scooter,Pathum Thani,13479,Excellent,41000.0,15
Honda,PCX 160,155,Scooter,Prachuap Khiri Khan,28985,Good,36600.0,15
Vespa,GTS,155,Scooter,Nong Khai,32702,Fair,64600.0,13
Honda,CBR 150R,2000,Sport,Khon Kaen,36157,Broken,999999.0,6
Honda,PCX 160,300,Scooter,Trat,48149,Fair,36000.0,8
Honda,Wave 110i,150,Underbone,Amnat Charoen,5223,Bad,27500.0,7
Honda,CBR 300R,160,Sport,Roi Et,2022,Good,29600.0,7
Lambretta,Lambretta X,125,Scooter,Kanchanaburi,35446,Bad,57200.0,7
Vespa,Primavera,110,Scooter,Prachinburi,14821,Excellent,69100.0,6
Honda,Wave 110i,150,Underbone,Pathum Thani,36290,Fair,29500.0,0
Yamaha,YZF-R15,160,Sport,Narathiwat,37801,Excellent,37600.0,13
Honda,Click 125,150,Scooter,Ang Thong,10181,Broken,30500.0,0
Yamaha,GT 125,300,Scooter,Nan,21220,Broken,37000.0,6
Lambretta,Lambretta V,300,Scooter,Phrae,25286,Fair,61000.0,3
Honda,CBR 300R,125,Sport,Narathiwat,26806,Good,29200.0,14
Honda,Click 125,160,Scooter,Bangkok,38475,Fair,34600.0,14
Vespa,GTS,160,Scooter,Lopburi,49206,Good,66600.0,5
Yamaha,MT-15,160,Sport,Udon Thani,5354,Broken,28600.0,7
Suzuki,J Crossover,160,Underbone,Lampang,17788,Fair,24600.0,4
Honda,Sonic 125,110,Underbone,Phrae,22973,Bad,27100.0,14
Honda,CBR 150R,160,Sport,Loei,13399,Broken,23600.0,4
Yamaha,NMax 155,160,Scooter,Suphan Buri,33064,Good,41600.0,15
Yamaha,NMax 155,155,Scooter,Singburi,21526,Bad,37600.0,13
Honda,CBR 150R,125,Sport,Phayao,6072,Excellent,32200.0,9
Honda,PCX 160,150,Scooter,Chonburi,38313,Fair,34500.0,3
Yamaha,Fin 115i,160,Underbone,Samut Prakan,4399,Fair,34600.0,7
Lambretta,Lambretta V,160,Scooter,Satun,24237,Bad,57600.0,5
Honda,CBR 300R,160,Sport,Pathum Thani,27549,Broken,23600.0,10
Suzuki,J Crossover,150,Underbone,Phayao,10687,Excellent,29500.0,5
Honda,CBR 300R,150,Sport,Lampang,17721,Excellent,32500.0,0
Honda,Wave 125,300,Underbone,Surin,11971,Bad,29000.0,0
Vespa,Sprints,160,Scooter,Mukdahan,37353,Excellent,69600.0,11
,Spark 110i,160,Underbone,Ayutthaya,43338,,,8
Honda,CBR 300R,125,Sport,Kalasin,21423,Bad,25200.0,3
Suzuki,J Crossover,110,Underbone,Prachinburi,17253,Broken,20100.0,12
Honda,Wave 110i,125,Underbone,Sa Kaeo,4333,Bad,27200.0,0
Suzuki,Smash,125,Underbone,Nakhon Pathom,16760,Fair,24200.0,4
Suzuki,GSX R150,300,Sport,Mahasarakham,34867,Excellent,29000.0,7
Yamaha,MT-15,160,Sport,Nakhon Nayok,14518,Fair,32600.0,6
Yamaha,GT 125,125,Scooter,Nonthaburi,36572,Fair,39200.0,5
Honda,Sonic 125,150,Underbone,Samut Sakhon,26576,Fair,29500.0,9
Lambretta,Lambretta V,160,Scooter,Uthai Thani,5591,Fair,59600.0,3
Honda,CBR 300R,150,Sport,Nakhon Sawan,10927,Fair,27500.0,6
Yamaha,XSR155,125,Sport,Nakhon Phanom,22639,Excellent,37200.0,4
Lambretta,Lambretta V,150,Scooter,Nonthaburi,10264,Good,61500.0,1
Yamaha,GT 125,110,Scooter,Samut Prakan,25600,Fair,39100.0,6
Vespa,GTS,155,Scooter,Sa Kaeo,26394,Fair,64600.0,10
Honda,Sonic 125,110,Underbone,Suphan Buri,25324,Broken,25100.0,8
Suzuki,Raider 150,125,Sport,Sisaket,45471,Broken,18200.0,6
Yamaha,XSR155,110,Sport,Nong Khai,29082,Excellent,37100.0,1
Yamaha,XSR155,155,Sport,Pattani,34451,Good,34600.0,6
Honda,CBR 150R,300,Sport,Kalasin,28362,Fair,29000.0,13
Yamaha,GT 125,155,Scooter,Tak,22818,Broken,35600.0,2
Yamaha,MT-15,160,Sport,Satun,26024,Bad,30600.0,6
Yamaha,Fin 115i,155,Underbone,Satun,20160,Broken,30600.0,9
Lambretta,Lambretta X,155,Scooter,Nakhon Ratchasima,41123,Bad,57600.0,13
Yamaha,MT-15,155,Sport,Mae Hong Son,12656,Excellent,37600.0,5
Honda,Click 160,155,Scooter,Sisaket,7031,Bad,32600.0,6
Honda,CBR 300R,300,Sport,Phrae,43229,Excellent,34000.0,11
Yamaha,YZF-R15,150,Sport,Sisaket,22035,Broken,28500.0,11
Lambretta,Lambretta V,125,Scooter,Phayao,36176,Excellent,64200.0,7
Honda,Dream 110,160,Underbone,Kanchanaburi,20848,Excellent,34600.0,3
Honda,CBR 300R,300,Sport,Mukdahan,1235,Broken,25000.0,7
Yamaha,Spark 110i,300,Underbone,Phetchaburi,14140,Excellent,41000.0,0
Honda,CBR 300R,160,Sport,Udon Thani,37716,Excellent,32600.0,13
Honda,Click 125,155,Scooter,Tak,16803,Fair,34600.0,7
Honda,Wave 125,110,Underbone,Phitsanulok,37211,Bad,27100.0,7
Lambretta,Lambretta V,155,Scooter,Ubon Ratchathani,3813,Fair,59600.0,8
Honda,CBR 150R,160,Sport,Chiang Mai,46479,Good,29600.0,9
Honda,Sonic 125,160,Underbone,Phuket,45286,Excellent,34600.0,7
Vespa,Primavera,300,Scooter,Satun,41053,Broken,62000.0,4
Honda,PCX 160,110,Scooter,Trat,3247,Fair,34100.0,13
Suzuki,Raider 150,155,Sport,Samut Songkhram,20421,Excellent,27600.0,6
Vespa,Sprints,110,Scooter,Singburi,17519,Fair,64100.0,0
Honda,Click 125,300,Scooter,Saraburi,16144,Good,38000.0,0
Honda,PCX 160,125,Scooter,Phitsanulok,33618,Broken,30200.0,13
Suzuki,Raider 150,300,Sport,Chiang Mai,16422,Fair,24000.0,11
Suzuki,Raider 150,160,Sport,Nakhon Nayok,2618,Broken,18600.0,3
Yamaha,MT-15,150,Sport,Prachinburi,33746,Fair,32500.0,14
Yamaha,YZF-R15,125,Sport,Udon Thani,30971,Broken,28200.0,14
Vespa,Primavera,125,Scooter,Chai Nat,30658,Fair,64200.0,15
Honda,Dream 110,300,Underbone,Amnat Charoen,38589,Excellent,36000.0,3
Yamaha,MT-15,160,Sport,Songkhla,21113,Fair,32600.0,14
Lambretta,Lambretta V,155,Scooter,Phitsanulok,34294,Excellent,64600.0,5
Lambretta,Lambretta X,110,Scooter,Chai Nat,46081,Bad,57100.0,3
Suzuki,GSX R150,150,Sport,Khon Kaen,46177,Bad,20500.0,1
Yamaha,GT 125,155,Scooter,Nan,17759,Fair,39600.0,3
Yamaha,XSR155,300,Sport,Samut Prakan,38030,Broken,30000.0,13
Vespa,Sprints,150,Scooter,Samut Sakhon,22613,Bad,62500.0,14
Suzuki,Raider 150,300,Sport,Yasothon,34043,Good,26000.0,2
Yamaha,NMax 155,155,Scooter,Saraburi,38615,Excellent,44600.0,7
Suzuki,J Crossover,300,Underbone,Nakhon Phanom,18430,Fair,26000.0,0
Yamaha,MT-15,160,Sport,Mae Hong Son,11606,Good,34600.0,8
Honda,Dream 110,300,Underbone,Yasothon,18554,Bad,29000.0,10
Vespa,Primavera,110,Scooter,Songkhla,14732,Good,66100.0,1
Honda,Sonic 125,110,Underbone,Chaiyaphum,18575,Excellent,34100.0,11
Vespa,GTS,110,Scooter,Phetchabun,26630,Excellent,69100.0,3
Yamaha,XSR155,160,Sport,Bangkok,47585,Good,34600.0,8
Honda,Dream 110,300,Underbone,Phichit,21228,Bad,29000.0,11
Yamaha,MT-15,155,Sport,Chiang Mai,828,Good,34600.0,10
Honda,Click 160,300,Scooter,Phrae,17532,Broken,32000.0,7
Lambretta,Lambretta X,2000,Scooter,Saraburi,24219,Excellent,1.0,12
Yamaha,GT 125,150,Scooter,Phayao,40531,Good,41500.0,7
Honda,Sonic 125,300,Underbone,Ranong,11907,Good,33000.0,7
Honda,Click 125,110,Scooter,Ayutthaya,11418,Bad,32100.0,7
Honda,Wave 125,160,Underbone,Chai Nat,1643,Good,31600.0,11
Suzuki,Raider 150,300,Sport,Narathiwat,38763,Good,26000.0,4
Lambretta,Lambretta X,155,Scooter,Chachoengsao,12186,Good,61600.0,6
Honda,Sonic 125,300,Underbone,Nakhon Sawan,43396,Bad,29000.0,4
Honda,Wave 125,150,Underbone,Phetchabun,21116,Fair,29500.0,3
Lambretta,Lambretta V,150,Scooter,Pattani,14140,Fair,59500.0,14
Honda,Wave 110i,110,Underbone,Ranong,8617,Excellent,34100.0,15
Yamaha,NMax 155,300,Scooter,Buri Ram,29055,Broken,37000.0,12
Honda,PCX 160,110,Scooter,Singburi,39677,Fair,34100.0,10
,Sprints,150,Scooter,Samut Sakhon,27776,,,0
Suzuki,J Crossover,300,Underbone,Kamphaeng Phet,536,Excellent,31000.0,11
Yamaha,GT 125,155,Scooter,Sa Kaeo,14150,Broken,35600.0,5
Honda,CBR 300R,155,Sport,Mae Hong Son,27427,Good,29600.0,14
Lambretta,Lambretta X,160,Scooter,Surat Thani,5690,Good,61600.0,2
Yamaha,Fin 115i,160,Underbone,Yasothon,4192,Bad,32600.0,11
Honda,Dream 110,155,Underbone,Phuket,26083,Excellent,34600.0,15
Yamaha,NMax 155,160,Scooter,Tak,46225,Good,41600.0,2
Yamaha,GT 125,125,Scooter,Nonthaburi,10740,Excellent,44200.0,8
Lambretta,Lambretta X,110,Scooter,Chanthaburi,17675,Excellent,64100.0,3
Yamaha,YZF-R15,125,Sport,Chanthaburi,25870,Good,34200.0,8
Yamaha,NMax 155,125,Scooter,Phrae,35976,Good,41200.0,11
Suzuki,Raider 150,155,Sport,Phichit,1680,Broken,18600.0,3
Honda,Wave 125,300,Underbone,Mukdahan,43939,Bad,29000.0,6
Suzuki,Raider 150,300,Sport,Phayao,46685,Bad,22000.0,1
Suzuki,Smash,160,Underbone,Uthai Thani,22639,Broken,20600.0,10
Lambretta,Lambretta X,160,Scooter,Suphan Buri,29186,Broken,55600.0,10
Suzuki,GSX R150,155,Sport,Mukdahan,754,Good,24600.0,7
Honda,Click 125,155,Scooter,Lamphun,2918,Bad,32600.0,7
Suzuki,Smash,300,Underbone,Trang,36140,Good,28000.0,9
Vespa,Primavera,150,Scooter,Roi Et,34719,Excellent,69500.0,10
Vespa,GTS,300,Scooter,Phichit,42577,Fair,66000.0,1
Honda,Click 160,155,Scooter,Phetchabun,11253,Bad,32600.0,1
Suzuki,J Crossover,150,Underbone,Trang,20452,Fair,24500.0,13
Vespa,GTS,150,Scooter,Saraburi,39766,Good,66500.0,15
Yamaha,GT 125,125,Scooter,Kanchanaburi,33577,Bad,37200.0,6
Yamaha,NMax 155,160,Scooter,Ranong,31955,Fair,39600.0,4
Yamaha,Fin 115i,110,Underbone,Trat,28477,Good,36100.0,5
Honda,Click 160,160,Scooter,Mahasarakham,6380,Excellent,39600.0,13
Yamaha,Fin 115i,110,Underbone,Kalasin,109,Broken,30100.0,15
Yamaha,XSR155,150,Sport,Pathum Thani,29363,Excellent,37500.0,4
Yamaha,MT-15,160,Sport,Sukhothai,45847,Excellent,37600.0,6
Suzuki,Smash,300,Underbone,Trat,38288,Broken,22000.0,1
Honda,Click 125,155,Scooter,Sisaket,15094,Bad,32600.0,0
Honda,Click 160,150,Scooter,Chonburi,7554,Good,36500.0,4
Honda,Sonic 125,155,Underbone,Nong Khai,9155,Bad,27600.0,14
Yamaha,YZF-R15,160,Sport,Chiang Rai,1421,Bad,30600.0,9
Suzuki,J Crossover,155,Underbone,Pattani,35175,Broken,20600.0,12
Honda,Click 125,155,Scooter,Bangkok,20380,Bad,32600.0,9
Honda,Wave 125,125,Underbone,Mahasarakham,35125,Bad,27200.0,12
Yamaha,YZF-R15,150,Sport,Pathum Thani,36298,Good,34500.0,8
Lambretta,Lambretta V,125,Scooter,Chaiyaphum,46729,Broken,55200.0,10
Yamaha,XSR155,110,Sport,Chaiyaphum,44093,Good,34100.0,5
Yamaha,Fin 115i,150,Underbone,Chachoengsao,35476,Excellent,39500.0,7
Honda,Click 160,110,Scooter,Phichit,18749,Bad,32100.0,4
Honda,CBR 150R,160,Sport,Saraburi,17638,Excellent,32600.0,0
Yamaha,NMax 155,150,Scooter,Nakhon Si Thammarat,25636,Excellent,44500.0,9
Suzuki,J Crossover,300,Underbone,Chachoengsao,13314,Excellent,31000.0,3
Honda,CBR 150R,125,Sport,Nan,145,Good,29200.0,3
Yamaha,Spark 110i,125,Underbone,Buri Ram,6582,Fair,34200.0,12
Honda,Click 125,300,Scooter,Lampang,45900,Bad,34000.0,6
Suzuki,Smash,125,Underbone,Phuket,38744,Bad,22200.0,15
Suzuki,GSX R150,160,Sport,Phuket,44488,Good,24600.0,12
Honda,Click 160,300,Scooter,Sa Kaeo,33763,Fair,36000.0,3
Honda,Click 160,110,Scooter,Sakon Nakhon,34251,Broken,30100.0,0
Yamaha,Spark 110i,150,Underbone,Phrae,45235,Fair,34500.0,5
Honda,Wave 110i,160,Underbone,Mukdahan,2929,Good,31600.0,4
Suzuki,Raider 150,150,Sport,Kanchanaburi,25819,Excellent,27500.0,14
Honda,CBR 150R,110,Sport,Rayong,233,Fair,27100.0,15
Yamaha,Fin 115i,150,Underbone,Saraburi,22711,Excellent,39500.0,5
Yamaha,NMax 155,160,Scooter,Chonburi,6389,Excellent,44600.0,8
Honda,PCX 160,155,Scooter,Nan,24698,Good,36600.0,11
Vespa,GTS,150,Scooter,Chaiyaphum,26135,Excellent,69500.0,12
Yamaha,Fin 115i,155,Underbone,Surat Thani,27854,Bad,32600.0,10
Honda,Click 160,150,Scooter,Uthai Thani,13358,Excellent,39500.0,3
Honda,Dream 110,125,Underbone,Kanchanaburi,35070,Bad,27200.0,0
Yamaha,Fin 115i,160,Underbone,Pattani,19005,Good,36600.0,14
Honda,Click 125,155,Scooter,Ang Thong,7409,Fair,34600.0,6
Honda,Sonic 125,110,Underbone,Chiang Rai,45745,Broken,25100.0,15
Honda,Dream 110,155,Underbone,Nakhon Nayok,8064,Excellent,34600.0,1
Yamaha,NMax 155,110,Scooter,Sukhothai,18399,Fair,39100.0,0
Honda,Wave 125,155,Underbone,Lampang,9904,Fair,29600.0,3
Yamaha,YZF-R15,125,Sport,Nong Khai,8803,Broken,28200.0,1
Vespa,Sprints,125,Scooter,Kanchanaburi,11334,Broken,60200.0,0
Suzuki,GSX R150,1000,Sport,Mukdahan,38484,Bad,1.0,11
Honda,Dream 110,110,Underbone,Chaiyaphum,35476,Good,31100.0,8
Suzuki,GSX R150,300,Sport,Tak,33620,Good,26000.0,14
Honda,Wave 125,125,Underbone,Phrae,21348,Broken,25200.0,8
Suzuki,GSX R150,125,Sport,Lampang,24242,Fair,22200.0,15
Honda,Click 125,150,Scooter,Uthai Thani,45691,Excellent,39500.0,10
Honda,Click 125,125,Scooter,Uthai Thani,45961,Good,36200.0,1
Yamaha,MT-15,125,Sport,Phetchaburi,25279,Good,34200.0,4
Suzuki,Smash,300,Underbone,Phuket,2002,Excellent,31000.0,10
Honda,Click 160,150,Scooter,Narathiwat,45578,Bad,32500.0,5
Suzuki,J Crossover,155,Underbone,Kanchanaburi,16832,Excellent,29600.0,15
Yamaha,XSR155,300,Sport,Prachinburi,10081,Excellent,39000.0,15
Yamaha,GT 125,160,Scooter,Trat,3864,Excellent,44600.0,14
Honda,Click 125,160,Scooter,Nong Khai,22301,Excellent,39600.0,12
Suzuki,Raider 150,300,Sport,Pattani,11223,Broken,20000.0,2
Vespa,GTS,160,Scooter,Nakhon Si Thammarat,13978,Broken,60600.0,3
Lambretta,Lambretta V,110,Scooter,Phetchabun,27994,Fair,59100.0,12
Yamaha,NMax 155,300,Scooter,Kalasin,7750,Excellent,46000.0,2
Suzuki,Raider 150,125,Sport,Prachuap Khiri Khan,37606,Broken,18200.0,15
Yamaha,GT 125,125,Scooter,Trat,42207,Fair,39200.0,7
Vespa,Primavera,300,Scooter,Kamphaeng Phet,17013,Broken,62000.0,7
Yamaha,MT-15,125,Sport,Lamphun,18820,Excellent,37200.0,10
Lambretta,Lambretta V,300,Scooter,Kanchanaburi,5464,Fair,61000.0,10
Yamaha,Spark 110i,160,Underbone,Samut Prakan,43880,Fair,34600.0,8
Yamaha,Spark 110i,300,Underbone,Kanchanaburi,25157,Bad,34000.0,3
Yamaha,GT 125,160,Scooter,Udon Thani,44832,Fair,39600.0,1
Yamaha,XSR155,125,Sport,Sukhothai,43356,Bad,30200.0,11
Honda,PCX 160,160,Scooter,Prachinburi,13182,Good,36600.0,5
Yamaha,YZF-R15,155,Sport,Phetchabun,3889,Fair,32600.0,0
Yamaha,Spark 110i,155,Underbone,Mae Hong Son,20657,Excellent,39600.0,11
Honda,CBR 300R,160,Sport,Surin,9881,Fair,27600.0,6
Honda,Wave 125,110,Underbone,Uthai Thani,26325,Fair,29100.0,1
Honda,Wave 110i,160,Underbone,Rayong,44026,Excellent,34600.0,8
Yamaha,GT 125,160,Scooter,Loei,34396,Bad,37600.0,8
Suzuki,Raider 150,155,Sport,Nonthaburi,23304,Fair,22600.0,4
Yamaha,YZF-R15,110,Sport,Sakon Nakhon,731,Fair,32100.0,13
Vespa,Sprints,125,Scooter,Lopburi,20752,Broken,60200.0,1
Honda,Dream 110,110,Underbone,Lampang,33825,Broken,25100.0,2
Suzuki,GSX R150,300,Sport,Pattaya,48493,Excellent,29000.0,4
Honda,CBR 150R,110,Sport,Phatthalung,18157,Broken,23100.0,7
Suzuki,Raider 150,125,Sport,Phrae,18320,Good,24200.0,13
Yamaha,GT 125,160,Scooter,Nakhon Ratchasima,23940,Fair,39600.0,9
Honda,CBR 150R,125,Sport,Chachoengsao,330,Bad,25200.0,1
Honda,Dream 110,150,Underbone,Phrae,2177,Broken,25500.0,9
Lambretta,Lambretta V,110,Scooter,Chiang Rai,23754,Broken,55100.0,3
Honda,CBR 300R,150,Sport,Yala,36283,Bad,25500.0,7
Honda,Dream 110,300,Underbone,Singburi,42397,Fair,31000.0,3
Vespa,GTS,155,Scooter,Surin,31736,Fair,64600.0,3
Yamaha,Spark 110i,125,Underbone,Chiang Rai,35674,Fair,34200.0,10
Honda,Sonic 125,160,Underbone,Yala,46980,Broken,25600.0,3
Vespa,Sprints,300,Scooter,Lopburi,22104,Excellent,71000.0,8
Honda,Sonic 125,160,Underbone,Yala,16540,Broken,25600.0,3
